cause_of_death,category,confidence
malignant neoplasm middle third of oesophagus,esophageal cancer,0.9999657458330156
malignant neoplasm nasal cavity,none,0.9985841118340126
malignant neoplasm nasopharynx unspecified,none,0.9980493987425337
malignant neoplasm of other and ill-defined sites abdomen,none,0.9987544955854366
malignant neoplasm of other and ill-defined sites other ill-defined sites,none,0.9999539603240337
malignant neoplasm overlapping lesion of brain and other parts of central nervous system,none,0.9999623938169843
malignant neoplasm overlapping lesion of female genital organs,none,0.9999587426954869
malignant neoplasm overlapping lesion of larynx,larynx cancer,0.9999306569784108
malignant neoplasm overlapping lesion of pancreas,pancreatic cancer,0.9999327129152421
malignant neoplasm overlapping lesion of skin,none,0.9999743874677223
malignant neoplasm overlapping lesion of tongue,oral cavity cancer,0.9999493260398573
malignant neoplasm pancreatic duct,pancreatic cancer,0.9999849364033059
malignant neoplasm parietal lobe,none,0.999993623743826
malignant neoplasm pelvic bones sacrum and coccyx,none,0.9999655818395142
malignant neoplasm peripheral nerves and autonomic nervous system unspecified,none,0.999818232430189
malignant neoplasm peripheral nerves of thorax,none,0.9982703408416949
malignant neoplasm peripheral nerves of upper limb including shoulder,none,0.9999936093100525
malignant neoplasm posterior wall of nasopharynx,none,0.9999073397418667
malignant neoplasm primary site unknown so stated,none,0.9996635005868582
malignant neoplasm skin of ear and external auricular canal,none,0.9999732258211168
malignant neoplasm skin of lip,oral cavity cancer,0.966856845871074
malignant neoplasm skin of upper limb including shoulder,none,0.9999939957866022
malignant neoplasm soft palate,oral cavity cancer,0.7309919999620642
malignant neoplasm spermatic cord,none,0.9999586971575887
malignant neoplasm sphenoidal sinus,none,0.999732307792884
malignant neoplasm sublingual gland,oral cavity cancer,0.29420461705606654
malignant neoplasm tonsil unspecified,oral cavity cancer,0.9873631244505522
malignant neoplasm upper gum,oral cavity cancer,0.9999539588318064
malignant neoplasm upper lobe bronchus or lung,lung cancer,0.9999918349554474
malignant neoplasm upper respiratory tract part unspecified,larynx cancer,0.09478976229393601
malignant neoplasm upper third of oesophagus,esophageal cancer,0.9999452725808342
malignant neoplasm urachus,none,0.999445780038218
malignant neoplasm uvula,oral cavity cancer,0.9769926263683715
malignent histiocytosis - from 2008 classification,none,0.9988648668696924
malnutrition-related diabetes mellitus with ketoacidosis,none,0.9999970950680095
mandibulofacial dysostosis,none,0.999999225549702
mania with psychotic symptoms,none,0.9999998063873693
mantle cell lymphoma,none,0.9999826563898269
mast cell leukaemia,acute myeloid leukemia,0.1824099790308877
maternal care for intrauterine death,none,0.9999987783497418
measles complicated by pneumonia,none,0.9995676514047156
meconium plug syndrome,none,0.9999974671119066
medullary cystic kidney,kidney cancer,0.012431392449881177
meningitis unspecified,none,0.9999937270200764
meningococcaemia unspecified,none,0.9999744315132671
meningococcal infection unspecified,none,0.9999989423479343
menopausal and female climacteric states,none,0.9999988679390426
mental and behavioural disorders due to use of alcohol amnesic syndrome,none,0.9999935045409596
mental and behavioural disorders due to use of alcohol unspecified mental and behavioural disorder,none,0.9999910460776795
mental and behavioural disorders due to use of cannabinoids dependence syndrome,none,0.9999562691376147
mental and behavioural disorders due to use of opioids dependence syndrome,none,0.9999931765463994
mental and behavioural disorders due to use of opioids harmful use,none,0.999993638177813
mental and behavioural disorders due to use of tobacco unspecified mental and behavioural disorder,pulmonary disease,0.14651463012842939
mental and behavioural disorders due to use of volatile solvents dependence syndrome,none,0.999984132351058
mesothelioma unspecified,lung cancer,0.009687189325446951
metaphyseal dysplasia,none,0.9999946214155082
migraine with aura [classical migraine],none,0.9999370183997354
mild cognitive disorder,none,0.9998883275834405
miliary tuberculosis unspecified,none,0.9989606293339605
mitochondrial myopathy not elsewhere classified,none,0.9999976759044535
mitral valve insufficiency,ischaemic heart disease,0.14765504299567675
mixed small and large cell difuse - 2008 version,lung cancer,0.012410117900912036
monoclonal gammopathy of undetermined significance mgus,none,0.9966047442728857
mononeuritis multiplex,none,0.9999828499995919
monoplegia of lower limb,none,0.9999818219787711
motorcycle rider injured in collision with car pick-up truck or van passenger injured in traffic accident,none,0.9999792010428316
motorcycle rider injured in collision with heavy transport vehicle or bus passenger injured in nontraffic accident,none,0.9999804818962713
motorcycle rider injured in collision with heavy transport vehicle or bus passenger injured in traffic accident,none,0.9999924468956928
motorcycle rider injured in collision with railway train or railway vehicle driver injured in nontraffic accident,none,0.9999935493352874
motorcycle rider injured in collision with two- or three-wheeled motor vehicle driver injured in nontraffic accident,none,0.999975177824366
motorcycle rider injured in collision with two- or three-wheeled motor vehicle driver injured in traffic accident,none,0.9999905100393776
motorcycle rider injured in noncollision transport accident driver injured in traffic accident,none,0.9999975718814005
mucinosis of skin,none,0.9999936381777561
mucocutaneous lymph node syndrome [kawasaki],none,0.9986753207528797
mucormycosis unspecified,none,0.9999511428727672
multifocal and multisystemic disseminated langerhans-cell histiocytosis [letterer-siwe disease],none,0.9971019772589033
multifocal and unisystemic langerhans-cell histiocytosis,none,0.9997425240916542
multiple congenital malformations not elsewhere classified,none,0.9999856068211556
multiple myeloma,none,0.9927874849887395
muscular dystrophy,none,0.9999971095019471
mycetoma unspecified,none,0.9999925501721626
mycobacterial infection unspecified,none,0.9999458237744832
myelodysplastic syndrome with isolated del5q chromosomal abnormality,acute myeloid leukemia,0.24500908549473993
nasal polyp unspecified,none,0.9995992162012416
neonatal aspiration of meconium,none,0.9999513220414629
neonatal aspiration syndrome unspecified,none,0.999981077157795
neonatal candidiasis,none,0.999999493571153
neonatal cerebral leukomalacia,none,0.9999907325180128
neonatal conjunctivitis and dacryocystitis,none,0.9999953966087475
neoplasm of uncertain or unknown behaviour adrenal gland,none,0.9999618115085386
neoplasm of uncertain or unknown behaviour aortic body and other paraganglia,none,0.9997389675318011
neoplasm of uncertain or unknown behaviour appendix,colorectal cancer,0.060078213398468625
neoplasm of uncertain or unknown behaviour cerebral meninges,none,0.999968933866957
neoplasm of uncertain or unknown behaviour connective and other soft tissue,none,0.9998754110654369
neoplasm of uncertain or unknown behaviour cranial nerves,none,0.999973061081021
neoplasm of uncertain or unknown behaviour digestive organ unspecified,colorectal cancer,0.2430317518908282
neoplasm of uncertain or unknown behaviour endocrine gland unspecified,none,0.9999043295748624
neoplasm of uncertain or unknown behaviour female genital organ unspecified,none,0.9998223396730684
neoplasm of uncertain or unknown behaviour larynx,larynx cancer,0.999879135538626
neoplasm of uncertain or unknown behaviour other male genital organs,prostate cancer,0.132949306081096
neoplasm of uncertain or unknown behaviour other respiratory organs,lung cancer,0.8415243325969369
neoplasm of uncertain or unknown behaviour ovary,none,0.9999338745125537
neoplasm of uncertain or unknown behaviour parathyroid gland,none,0.9999807347333539
neoplasm of uncertain or unknown behaviour pituitary gland,none,0.9999893172685048
neoplasm of uncertain or unknown behaviour pleura,lung cancer,0.6631786089797065
neoplasm of uncertain or unknown behaviour prostate,prostate cancer,0.9999643594868939
neoplasm of uncertain or unknown behaviour thymus,none,0.997422996631335
neoplasm of uncertain or unknown behaviour thyroid gland,none,0.9999736866962328
neoplasm of uncertain or unknown behaviour uterus,none,0.9998745615644594
neurogenic bowel not elsewhere classified,none,0.9989324486845832
neuromuscular scoliosis,none,0.9999492508875739
neuromyelitis optica [devic],none,0.9999884972856331
neuronal ceroid lipofuscinosis,none,0.9999950238192419
neurosyphilis unspecified,none,0.9999978399024225
nocardiosis unspecified,none,0.999495126985724
nodular lymphocyte predominant hodgkin lymphoma,none,0.9994120201341258
nodular sclerosis classical hodgkin lymphoma,none,0.9996253454426064
noninfective neonatal diarrhoea,none,0.9999963350537882
noninflammatory disorder of vagina unspecified,none,0.9999970054789246
nonrheumatic mitral valve stenosis,ischaemic heart disease,0.8474098311434951
nonrheumatic tricuspid valve stenosis,ischaemic heart disease,0.951870952320891
nonspecific urethritis,none,0.9999981231038354
nontoxic goitre unspecified,none,0.9999943382153144
nquest adjourned,none,0.9999847724075667
nutritional anaemia unspecified,none,0.999999225549702
nutritional deficiency unspecified,none,0.999999493571153
obstruction of bile duct,none,0.999995172636402
occipital encephalocele,none,0.9999998063873693
occupant [any] of heavy transport vehicle injured in other specified transport accidents,none,0.9999915972964604
occupant of heavy transport vehicle injured in collision with car pick-up truck or van driver injured in traffic accident,none,0.9999839243074393
occupant of heavy transport vehicle injured in noncollision transport accident person on outside of vehicle injured in nontraffic accident,none,0.9999819130600296
occupant of pick-up truck or van injured in collision with fixed or stationary object passenger injured in traffic accident,none,0.9999764594195574
occupant of pick-up truck or van injured in collision with fixed or stationary object unspecified occupant of pick-up truck or van injured in traffic accident,none,0.999960100168009
occupant of pick-up truck or van injured in noncollision transport accident driver injured in traffic accident,none,0.9999734346088439
occupant of pick-up truck or van injured in noncollision transport accident person on outside of vehicle injured in traffic accident,none,0.9999792458367034
occupant of pick-up truck or van injured in noncollision transport accident unspecified occupant of pick-up truck or van injured in nontraffic accident,none,0.9999370798650316
occupant of pick-up truck or van injured in noncollision transport accident unspecified occupant of pick-up truck or van injured in traffic accident,none,0.9999648377769765
occupant of railway train or railway vehicle injured by fall from railway train or railway vehicle,none,0.999994696570562
occupant of streetcar injured by fall from streetcar,none,0.9999957094237105
occupant of streetcar injured in other specified transport accidents,none,0.9999960222387431
occupant of three-wheeled motor vehicle injured in collision with car pick-up truck or van driver injured in traffic accident,none,0.9999930277296643
occupant of three-wheeled motor vehicle injured in collision with car pick-up truck or van person injured while boarding or alighting,none,0.9999898396186669
occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object driver injured in traffic accident,none,0.9999947861595112
occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus person on outside of vehicle injured in traffic accident,none,0.9999891988124409
occupant of three-wheeled motor vehicle injured in noncollision transport accident passenger injured in nontraffic accident,none,0.999989660441677
oedema of larynx,larynx cancer,0.020321705220178465
oesophageal obstruction,esophageal cancer,0.6769498797197138
oesophageal web,esophageal cancer,0.8352209688256211
orchitis epididymitis and epididymo-orchitis without abscess,none,0.9999595322948909
osteolysis,none,0.9999992999586204
osteomyelitis unspecified,none,0.9999998063873693
osteomyelofibrosis,none,0.9999879460685894
osteonecrosis unspecified,none,0.9999932205947046
other acute osteomyelitis,none,1.0
other acute rheumatic heart disease,ischaemic heart disease,0.04208094098778278
other alzheimer disease,none,0.9999925949662629
other amnesia,none,0.9999987783497845
other amyloidosis,none,0.9999701699142332
other and unspecified adrenocortical insufficiency,none,0.9999725987125598
other and unspecified agents primarily acting on muscles,none,0.9999765771266956
other and unspecified cirrhosis of liver,none,0.9992000460697092
other and unspecified convulsions,none,0.999980674758693
other and unspecified gastroenteritis and colitis of infectious origin,none,0.9999959478299834
other and unspecified hydronephrosis,kidney cancer,0.012431186652597535
other and unspecified intestinal obstruction,colorectal cancer,0.26875181153714073
other and unspecified water transport accidents unspecified watercraft,none,0.9999914181192551
other antidysrhythmic drugs not elsewhere classified,ischaemic heart disease,0.029309335796216654
other atypical virus infections of central nervous system,none,0.9999967374582114
other autoimmune haemolytic anaemias,none,0.9947593926783714
other benign neoplasm cervix uteri,none,0.9998961797458905
other bursitis not elsewhere classified,none,0.999990881334648
other cardiovascular disorders originating in the perinatal period,ischaemic heart disease,0.26865228494125926
other cervical disc disorders,none,0.999993503794923
other childhood disintegrative disorder,none,0.9999963798483706
other complications associated with artificial fertilization,none,0.9999804515368796
other congenital ichthyosis,none,0.9999941742178629
other congenital malformation syndromes with other skeletal changes,none,0.9999830443555084
other congenital malformations of bile ducts,none,0.9977963311504824
other congenital malformations of bony thorax,none,0.999922030152879
other congenital malformations of diaphragm,none,0.9996852368293838
other congenital malformations of great veins,ischaemic heart disease,0.05330732344005609
other congenital malformations of hair,none,0.9999768755035044
other congenital malformations of lung,pulmonary disease,0.9007923269356519
other congenital malformations of oesophagus,esophageal cancer,0.9962115946268676
other congenital malformations of ribs,none,0.9932635204321635
other congenital malformations of upper limbs including shoulder girdle,none,0.9999873508039716
other deletions of part of a chromosome,none,0.9999802731080818
other depressive episodes,none,0.9999415030718917
other dermatomyositis,none,0.9998518488982204
other diseases of salivary glands,oral cavity cancer,0.03307864395406775
other disorders of globe,none,0.9999000386661566
other disorders of intestinal carbohydrate absorption,colorectal cancer,0.6789491033773217
other disorders of lung,pulmonary disease,0.9738870650940316
other emphysema,pulmonary disease,0.9996737631460124
other encephalitis myelitis and encephalomyelitis,none,0.9999349480225599
other forms of acute ischaemic heart disease,ischaemic heart disease,0.999933979277957
other forms of acute pericarditis,ischaemic heart disease,0.9173058487650088
other forms of chronic ischaemic heart disease,ischaemic heart disease,0.9999422782236553
other forms of leptospirosis,none,0.9999940405810658
other forms of scoliosis,none,0.9999805259447279
other fusion of spine,none,0.9999917309330304
other gonococcal infections,none,0.9999922525383609
other granulomatous disorders of skin and subcutaneous tissue,none,0.9988467766436699
other hereditary and idiopathic neuropathies,none,0.9999747602487958
other hereditary ataxias,none,0.9999931317521452
other histiocytosis syndromes,none,0.9968588625183922
other hydrocephalus,none,0.9999902860680981
other hyperparathyroidism,none,0.9993866669749133
other hypoglycaemia,none,0.999775122250406
other immediate postpartum haemorrhage,none,0.9999733146621778
other infective tenosynovitis,none,0.9999890492495255
other interstitial pulmonary diseases with fibrosis,pulmonary disease,0.9998558571915652
other intestinal escherichia coli infections,colorectal cancer,0.042086326583303496
other intestinal malabsorption,colorectal cancer,0.9858962902194328
other iron deficiency anaemias,none,0.9984212254767002
other juvenile arthritis,none,0.9999922525384461
other lipid storage disorders,ischaemic heart disease,0.010982088260411105
other mature t/nk-cell lymphomas,acute myeloid leukemia,0.06744172596203947
other megaloblastic anaemias not elsewhere classified,none,0.9991006581215089
other meningococcal infections,none,0.9999880060429901
other mitral valve diseases,ischaemic heart disease,0.9779577629447681
other mycobacterial infections,none,0.9999964838713139
other myositis,none,0.9999932205945057
other neuromuscular dysfunction of bladder,none,0.9999988679390142
other non-follicular lymphoma,none,0.9999509940594595
other nonrheumatic tricuspid valve disorders,none,0.9999278851312998
other obesity,none,0.999960872350751
other orthopoxvirus infections,none,0.9999988975533223
other osteoporosis,none,1.0
other pervasive developmental disorders,none,0.9999964838712997
other placental disorders,none,0.9999945318267016
other pneumonia organism unspecified,pulmonary disease,0.1329548194761205
other pulmonary aspergillosis,pulmonary disease,0.9796519760886786
other rupture of muscle nontraumatic,none,0.9999955302458963
other secondary parkinsonism,none,0.9999989871425625
other secondary scoliosis,none,0.9999973630888753
other secondary syphilis,none,0.9999995679801056
other seropositive rheumatoid arthritis,none,0.99999901675686
other severe and complicated plasmodium falciparum malaria,none,0.9999957542181513
other shock,none,0.9999704827214327
other somatoform disorders,none,0.9999998063873693
other specified abdominal hernia with gangrene,none,0.9999988679390284
other specified abdominal hernia with obstruction without gangrene,none,0.999991164534076
other specified coagulation defects,none,0.9999967518920585
other specified conditions associated with female genital organs and menstrual cycle,none,0.9999953222001196
other specified conduction disorders,none,0.9932660034860813
other specified congenital infectious and parasitic diseases,none,0.9999909261286167
other specified congenital malformations of face and neck,none,0.9999931461858692
other specified congenital malformations of intestine,none,0.9999753107122782
other specified congenital malformations of kidney,none,0.9999671306902475
other specified congenital malformations of limbs,none,0.9999859644273995
other specified congenital malformations of spinal cord,none,0.9999902557076129
other specified degenerative diseases of basal ganglia,none,0.9999971246822367
other specified diabetes mellitus with peripheral circulatory complications,none,0.9973497185275567
other specified diabetes mellitus with renal complications,none,0.9990764433972137
other specified diabetes mellitus with unspecified complications,none,0.9999346792737372
other specified diseases of liver,none,0.9999671603025784
other specified diseases of oesophagus,esophageal cancer,0.22252938336854242
other specified diseases of pancreas,pancreatic cancer,0.8806853356506594
other specified diseases of pericardium,none,0.9977593343504012
other specified diseases of pulmonary vessels,pulmonary disease,0.9317790577719933
other specified diseases of spinal cord,none,0.9999617667149361
other specified diseases of upper respiratory tract,pulmonary disease,0.8141963145601935
other specified disorders of central nervous system,none,0.999969186701617
other specified disorders of kidney and ureter,kidney cancer,0.4070164950383868
other specified disorders of muscle,none,0.9999970950679953
other specified disorders of peritoneum,none,0.999906295874558
other specified disorders of prostate,prostate cancer,0.9940675422726561
other specified disorders of thyroid,none,0.9999792147304707
other specified disorders of veins,none,0.9995881795504068
other specified disorders of white blood cells,acute myeloid leukemia,0.4999047975913828
other specified disturbances of cerebral status of newborn,none,0.9997927417304227
other specified epidermal thickening,none,0.9999476565268975
other specified heart block,ischaemic heart disease,0.03731234532716485
other specified inflammation of vagina and vulva,none,0.9999902260935465
other specified inflammatory liver diseases,none,0.9997073456530888
other specified inflammatory spondylopathies,none,0.9999832379649507
other specified leukaemias,acute myeloid leukemia,0.9463852866471237
other specified local infections of skin and subcutaneous tissue,none,0.9999849219697714
other specified mycoses,none,0.9997355406105526
other specified neoplasms of uncertain or unknown behaviour of lymphoid haematopoietic and related tissue,acute myeloid leukemia,0.053336253575249286
other specified noninfective gastroenteritis and colitis,colorectal cancer,0.16447453409247553
other specified nutritional deficiencies,none,0.9999861284226663
other specified osteochondrodysplasias,none,0.9999957094236395
other specified peripheral vascular diseases,ischaemic heart disease,0.1786204877380564
other specified pregnancy-related conditions,none,0.9999895108789342
other specified puerperal infections,none,0.9999847131800154
other specified spondylopathies,none,0.9999603666867792
other specified symptoms and signs involving the digestive system and abdomen,colorectal cancer,0.6743904995443885
other specified types of non-hodgkin lymphoma,none,0.989280864930823
other specified viral diseases,none,0.9999048807498644
other specified zoonotic bacterial diseases not elsewhere classified,none,0.9999794986729477
other spontaneous pneumothorax,pulmonary disease,0.9575845321669836
other streptococcal sepsis,none,0.9999457197560282
other systemic antibiotics,none,0.9998939151089428
other thrombophilia,ischaemic heart disease,0.042072178838582094
other tricuspid valve diseases,ischaemic heart disease,0.1642351562939511
other vascular disorders of intestine,colorectal cancer,0.4951717932434792
other vincent infections,oral cavity cancer,0.009699177245376611
other viral infections of unspecified site,none,0.9996614596365043
otorhinolaryngological drugs and preparations,larynx cancer,0.022960802112040525
paget disease of other bones,none,0.9997229388094485
pain in limb,none,0.9988965883991705
palmar fascial fibromatosis [dupuytren],none,0.9999449005584163
paraplegia unspecified,none,0.9999328617227882
parenteral anaesthetics,none,0.999933696092422
passenger of special construction vehicle injured in nontraffic accident,none,0.9999820466952628
patau syndrome unspecified,none,0.9999965438461271
patent ductus arteriosus,ischaemic heart disease,0.008575881785854755
pathological fracture not elsewhere classified,none,0.9992728137449001
pedal cyclist [any] injured in other specified transport accidents,none,0.9999588322813714
pedal cyclist [any] injured in unspecified traffic accident,none,0.9999555691276443
pedal cyclist injured in collision with car pick-up truck or van passenger injured in traffic accident,none,0.9999540202967513
pedal cyclist injured in collision with fixed or stationary object driver injured in nontraffic accident,none,0.9999711994156836
pedal cyclist injured in collision with other pedal cycle driver injured in traffic accident,none,0.9999763698320795
pedal cyclist injured in collision with pedestrian or animal driver injured in traffic accident,none,0.9999820770556266
pedal cyclist injured in collision with two- or three-wheeled motor vehicle passenger injured in traffic accident,none,0.9999532010884741
pedal cyclist injured in noncollision transport accident passenger injured in nontraffic accident,none,0.9999746714080043
pedestrian injured in collision with car pick-up truck or van nontraffic accident,none,0.9999375710823446
pedestrian injured in collision with car pick-up truck or van unspecified whether traffic or nontraffic accident,none,0.9999092627526407
pedestrian injured in collision with heavy transport vehicle or bus traffic accident,none,0.9999523515227273
pedestrian injured in collision with railway train or railway vehicle traffic accident,none,0.9999930573435721
pedestrian injured in collision with two- or three-wheeled motor vehicle traffic accident,none,0.9999863227790211
pedestrian injured in traffic accident involving other and unspecified motor vehicles,none,0.9999904796790703
pemphigus vulgaris,none,0.9999991807550489
peptic ulcer site unspecified chronic without haemorrhage or perforation,none,0.9998578082130197
peptic ulcer site unspecified unspecified as acute or chronic without haemorrhage or perforation,none,0.9999908820809953
peritonitis unspecified,none,0.9999992999586204
persistant atrial fibrillation from 2014 onwards,ischaemic heart disease,0.009706289846232978
person injured in collision between car and bus traffic,none,0.9999849963775118
person injured in collision between car and heavy transport vehicle traffic,none,0.9999859947870439
person injured in collision between other specified motor vehicles traffic,none,0.9999876188224105
person injured in unspecified vehicle accident,none,0.9999974078834186
person injured while boarding or alighting from special industrial vehicle,none,0.9999973334746695
person on outside of special agricultural vehicle injured in nontraffic accident,none,0.9999910012834496
personality disorder unspecified,none,0.9999995679801056
phakomatosis unspecified,none,0.9999986295320026
pharyngeal pouch,none,0.9999391783688025
phlebitis and thrombophlebitis of femoral vein,none,0.9951641435980675
phlebitis and thrombophlebitis of lower extremities unspecified,none,0.9999844444159133
phlebitis and thrombophlebitis of unspecified site,none,0.9999863068530489
plasmodium falciparum malaria unspecified,none,0.999999493571153
pneumonia due to escherichia coli,pulmonary disease,0.0075771585503182125
pneumonia due to other streptococci,pulmonary disease,0.9986632187849018
polyarteritis nodosa,none,0.9999292851144772
polyarthrosis unspecified,none,0.9999952470451324
polymyalgia rheumatica,none,0.9999950534333651
portal hypertension,none,0.9999512620686372
portal vein-hepatic artery fistula,none,0.9999721818849401
postprocedural renal failure,none,0.9967873070762736
pre-eclampsia unspecified,none,0.999972301085279
pre-existing hypertensive heart and renal disease complicating pregnancy childbirth and the puerperium,ischaemic heart disease,0.531086269011188
predominantly obsessional thoughts or ruminations,none,0.9999852492156363
premature separation of placenta unspecified,none,0.9999987487355083
prepatellar bursitis,none,0.9999952918396663
primary atelectasis of newborn,pulmonary disease,0.20178442389681372
primary cutaneous cd30-positive t-cell proliferations,none,0.999918900748927
psoriasis unspecified,none,0.9999905685212662
psychostimulants with abuse potential,none,0.9976263524244681
pulmonary actinomycosis,pulmonary disease,0.9578545983109175
pulmonary embolism without mention of acute cor pulmonale,pulmonary disease,0.9576859330936195
pulmonary heart disease unspecified,pulmonary disease,0.9866779399788058
pulmonary nocardiosis,pulmonary disease,0.9988244092203783
pulmonary toxoplasmosis,pulmonary disease,0.9982892902685122
pulmonary valve insufficiency,pulmonary disease,0.8495618921768366
pure hyperglyceridaemia,ischaemic heart disease,0.11913502359722586
purulent endophthalmitis,none,0.999993190980522
pustulosis palmaris et plantaris,none,0.9999490124909135
pyridoxine deficiency,none,0.9999987783497418
qualitative platelet defects,none,0.9996107966752251
rabies unspecified,none,0.9999989423479485
rapidly progressive nephritic syndrome unspecified,none,0.9998292219187794
re-entry ventricular arrhythmia,ischaemic heart disease,0.9737097758668881
rectal abscess,none,0.9980574360723226
rectal fistula,none,0.9998579418441148
rectal polyp,colorectal cancer,0.0373220192770744
recurrent depressive disorder current episode severe without psychotic symptoms,none,0.9999811075171063
refractory anaemia with excess of blasts,acute myeloid leukemia,0.8173056499945401
renal agenesis unilateral,none,0.9999576987749701
renal hypoplasia unspecified,none,0.9999391039607627
renal osteodystrophy,none,0.9996542716826672
renal tubulo-interstitial disease unspecified,none,0.9959939295271278
respiratory arrest,pulmonary disease,0.9954912749010062
respiratory failure of newborn,pulmonary disease,0.9971198316300947
respiratory tuberculosis unspecified without mention of bacteriological or histological confirmation,pulmonary disease,0.9397238809654787
retropharyngeal and parapharyngeal abscess,pulmonary disease,0.014063120864808347
rheumatic aortic valve disease unspecified,ischaemic heart disease,0.3965850876498457
rheumatoid lung disease,pulmonary disease,0.9991282844733496
rheumatoid nodule,none,0.9975099644816997
rheumatoid vasculitis,pulmonary disease,0.008570398887453451
rhinocerebral mucormycosis,pulmonary disease,0.09534677023878065
rider or occupant injured in collision with fixed or stationary object,none,0.9999904052707372
rider or occupant injured in other and unspecified transport accidents,none,0.9999953966087475
rotaviral enteritis,none,0.9999929525745939
salicylates,none,0.9999507708443711
salmonella sepsis,none,0.9974976984051546
sarcoidosis of other and combined sites,pulmonary disease,0.9397855040823225
schistosomiasis due to schistosoma haematobium [urinary schistosomiasis],none,0.9996234406757276
secondary and unspecified malignant neoplasm lymph node unspecified,none,0.9941724696832522
secondary and unspecified malignant neoplasm lymph nodes of head face and neck,larynx cancer,0.02578100440175753
secondary malignant neoplasm of bone and bone marrow,acute myeloid leukemia,0.11576919571439129
secondary malignant neoplasm of brain and cerebral meninges,none,0.998759509913378
secondary malignant neoplasm of other and unspecified digestive organs,colorectal cancer,0.6298971836051496
secondary malignant neoplasm of other specified sites,none,0.9916334355706515
secondary thrombocytopenia,acute myeloid leukemia,0.009706906553036262
sepsis due to staphylococcus aureus,none,0.9947638668059399
sepsis due to streptococcus group a,none,0.9999461669340084
sepsis due to unspecified staphylococcus,none,0.9999779483109222
sepsis of newborn due to escherichia coli,pulmonary disease,0.014063427029151494
sepsis unspecified,none,0.9963958860010047
sequelae of intracerebral haemorrhage,cerebrovascular disease,0.923593183316681
sequelae of other and unspecified cerebrovascular diseases,cerebrovascular disease,0.999907756542941
sequelae of other and unspecified transport accidents,none,0.9999791107091959
sequelae of other specified infectious and parasitic diseases,none,0.9947429826752336
sequelae of respiratory and unspecified tuberculosis,pulmonary disease,0.9994053342716047
sequestration of lung,pulmonary disease,0.9898544755724354
seronegative rheumatoid arthritis,pulmonary disease,0.04742285708522513
severe combined immunodeficiency [scid] with low t- and b-cell numbers,none,0.9997020558197687
severe depressive episode without psychotic symptoms,none,0.9999836851579895
shock unspecified,ischaemic heart disease,0.04700318658637217
sicca syndrome [sjgren],pulmonary disease,0.06007506525201379
sinus fistula and cyst of branchial cleft,none,0.9999973630889037
slow fetal growth unspecified,none,0.9999880948846109
small cell b-cell lymphoma,none,0.9999820603830971
small for gestational age,none,0.999999612774776
soft tissue disorder unspecified,none,0.9999984207392423
solitary plasmacytoma,none,0.9999926989888124
spastic paraplegia,none,1.0
specific isolated phobias,none,0.999999612774776
spina bifida unspecified,none,0.999999612774776
spinal muscular atrophy unspecified,none,0.9999989423479343
spinal stenosis,none,0.9999963942822978
spontaneous abortion complete or unspecified with other and unspecified complications,none,0.9999911349197268
spontaneous rupture of unspecified tendon,none,0.999999225549702
stage i decubitus ulcer and pressure area from 2014 onwards,none,0.9999908372864316
stenosis of aorta,ischaemic heart disease,0.02595608786003198
stenosis of larynx,larynx cancer,0.26596646975764276
streptococcal infection unspecified site,none,0.9999938166087966
striatonigral degeneration,none,0.9999954406568946
subarachnoid haemorrhage from anterior communicating artery,cerebrovascular disease,0.6790626643306439
subarachnoid haemorrhage from middle cerebral artery,cerebrovascular disease,0.9999899725089682
subcortical vascular dementia,cerebrovascular disease,0.3207876841390573
subcutaneous phaeomycotic abscess and cyst,none,0.9999952470450187
subsequent myocardial infarction of unspecified site,ischaemic heart disease,0.9995457017198743
suppurative otitis media unspecified,none,0.9999884076974178
surgical operation with transplant of whole organ,none,0.9999983615107547
surgical procedure unspecified,none,0.9999621091324984
syringomyelia and syringobulbia,none,0.9999958878552627
systemic inflammatory response syndrome unspecified,none,0.9999941893980084
systemic involvement of connective tissue unspecified,none,0.9999939806063458
systemic lupus erythematosus with organ or system involvement,none,0.9999918205214298
thalassaemia unspecified,none,0.999999612774776
thiamine deficiency unspecified,none,0.9999987783497418
thoracic spina bifida without hydrocephalus,none,0.9999992551639639
thyrotoxicosis unspecified,none,0.9999965134855514
toxic liver disease with cholestasis,none,0.9999340977224921
toxic liver disease with other disorders of liver,none,0.9999924909438237
toxic shock syndrome,none,0.9999992551639781
transient cerebral ischaemic attack unspecified,cerebrovascular disease,0.9980106682562172
trichilemmal cyst,none,0.9999991359603977
trigeminal neuralgia,none,0.9999957982663711
triploidy and polyploidy,none,0.9999940998092832
tubal pregnancy,none,1.0
tuberculosis complicating pregnancy childbirth and the puerperium,none,0.9999434550137278
tuberculosis of intestines peritoneum and mesenteric glands,none,0.9998507314347719
tuberculosis of larynx trachea and bronchus without mention of bacteriological or histological confirmation,pulmonary disease,0.4048002622510905
tuberculosis of other specified organs,pulmonary disease,0.029311457590011705
tuberous sclerosis,none,0.9999939061978659
typhoid fever,none,1.0
ulcer of anus and rectum,colorectal cancer,0.020331888499495958
ulceration of vulva,none,0.9998777348765007
ulcerative chronic pancolitis,colorectal cancer,0.34823393020323523
